id,in_temp,out_temp,pub_time,pub_date
1,20,8,15,04/02/2020
2,20,8,15,04/02/2020
3,20,8,15,04/02/2020
4,20,8,15,04/02/2020
5,20,7,23,04/02/2020
6,19,7,23,04/02/2020
7,20,7,00,05/02/2020
8,20,7,00,05/02/2020
9,19,7,01,05/02/2020
10,18,2,19,05/02/2020
11,18,2,19,05/02/2020
12,18,2,20,05/02/2020
13,18,2,20,05/02/2020
14,18,2,21,05/02/2020
15,18,1,21,05/02/2020
16,18,1,22,05/02/2020
17,19,0,22,05/02/2020
18,19,0,23,05/02/2020
19,19,0,23,05/02/2020
20,21,-2,10,06/02/2020
21,20,-2,10,06/02/2020
22,19,-2,11,06/02/2020
23,18,-1,11,06/02/2020
24,18,-1,12,06/02/2020
25,18,-1,12,06/02/2020
26,18,0,13,06/02/2020
27,18,0,13,06/02/2020
28,19,-2,19,06/02/2020
29,20,-2,19,06/02/2020
30,20,-1,20,06/02/2020
31,20,-1,22,06/02/2020
32,19,-1,22,06/02/2020
33,19,-1,23,06/02/2020
34,19,0,23,06/02/2020
35,19,0,00,07/02/2020
36,19,0,00,07/02/2020
37,19,0,01,07/02/2020
38,19,0,01,07/02/2020
39,19,0,02,07/02/2020
40,19,0,02,07/02/2020
41,19,0,03,07/02/2020
42,19,0,03,07/02/2020
43,19,0,04,07/02/2020
44,19,0,04,07/02/2020
45,19,0,05,07/02/2020
46,19,0,05,07/02/2020
47,19,0,06,07/02/2020
48,19,0,06,07/02/2020
49,19,0,07,07/02/2020
50,19,0,07,07/02/2020
51,19,-1,08,07/02/2020
52,19,-3,08,07/02/2020
53,19,-3,09,07/02/2020
54,19,-3,09,07/02/2020
55,19,-3,10,07/02/2020
56,19,-3,10,07/02/2020
57,19,-2,11,07/02/2020
58,19,-2,11,07/02/2020
59,19,-2,12,07/02/2020
60,19,-2,12,07/02/2020
61,19,-1,13,07/02/2020
62,19,-1,13,07/02/2020
63,19,-1,14,07/02/2020
64,19,-1,14,07/02/2020
65,18,-1,15,07/02/2020
66,18,-1,15,07/02/2020
67,18,-1,16,07/02/2020
68,18,-2,16,07/02/2020
69,18,-2,17,07/02/2020
70,18,-3,17,07/02/2020
71,18,-3,18,07/02/2020
72,18,-3,18,07/02/2020
73,18,-4,19,07/02/2020
74,18,-4,19,07/02/2020
75,18,-4,20,07/02/2020
76,18,-5,20,07/02/2020
77,18,-4,21,07/02/2020
78,18,-5,21,07/02/2020
79,18,-5,22,07/02/2020
80,18,-5,22,07/02/2020
81,18,-5,23,07/02/2020
82,18,-5,23,07/02/2020
83,18,-5,00,08/02/2020
84,18,-5,00,08/02/2020
85,19,-5,01,08/02/2020
86,19,-5,01,08/02/2020
87,19,-5,02,08/02/2020
88,19,-5,02,08/02/2020
89,19,-5,03,08/02/2020
90,19,-5,03,08/02/2020
91,18,-6,04,08/02/2020
92,18,-6,04,08/02/2020
93,18,-6,05,08/02/2020
94,18,-6,05,08/02/2020
95,18,-6,06,08/02/2020
96,18,-6,06,08/02/2020
97,18,-6,07,08/02/2020
98,18,-6,07,08/02/2020
99,19,-6,08,08/02/2020
100,19,-5,08,08/02/2020
101,18,-5,09,08/02/2020
102,18,-4,09,08/02/2020
103,18,-4,10,08/02/2020
104,18,-3,10,08/02/2020
105,18,-3,11,08/02/2020
106,18,-3,11,08/02/2020
107,18,-3,12,08/02/2020
108,18,-2,12,08/02/2020
109,18,-2,13,08/02/2020
110,17,-2,13,08/02/2020
111,17,-2,14,08/02/2020
112,18,-1,14,08/02/2020
113,17,-1,15,08/02/2020
114,17,-1,15,08/02/2020
115,18,-1,16,08/02/2020
116,17,-2,16,08/02/2020
117,17,-2,17,08/02/2020
118,17,-3,17,08/02/2020
119,17,-3,18,08/02/2020
120,17,-4,18,08/02/2020
121,17,-4,19,08/02/2020
122,17,-4,19,08/02/2020
123,17,-5,20,08/02/2020
124,17,-6,20,08/02/2020
125,17,-6,21,08/02/2020
126,17,-7,21,08/02/2020
127,17,-7,22,08/02/2020
128,17,-7,22,08/02/2020
129,17,-7,23,08/02/2020
130,17,-6,23,08/02/2020
131,18,-5,00,09/02/2020
132,18,-5,00,09/02/2020
133,18,-4,01,09/02/2020
134,18,-4,01,09/02/2020
135,18,-4,02,09/02/2020
136,18,-4,03,09/02/2020
137,18,-4,03,09/02/2020
138,18,-4,04,09/02/2020
139,18,-4,04,09/02/2020
140,18,-4,05,09/02/2020
141,18,-4,05,09/02/2020
142,18,-4,06,09/02/2020
143,18,-3,06,09/02/2020
144,18,-3,07,09/02/2020
145,18,-3,07,09/02/2020
146,18,-2,08,09/02/2020
147,18,-1,08,09/02/2020
148,18,-1,09,09/02/2020
149,18,0,09,09/02/2020
150,18,1,10,09/02/2020
151,18,1,10,09/02/2020
152,18,2,11,09/02/2020
153,18,2,11,09/02/2020
154,18,2,12,09/02/2020
155,18,2,12,09/02/2020
156,18,2,13,09/02/2020
157,18,2,13,09/02/2020
158,18,2,14,09/02/2020
159,18,2,14,09/02/2020
160,18,2,15,09/02/2020
161,18,2,15,09/02/2020
162,18,1,16,09/02/2020
163,19,0,16,09/02/2020
164,19,0,17,09/02/2020
165,19,0,17,09/02/2020
166,19,-2,18,09/02/2020
167,19,-1,18,09/02/2020
168,19,-1,19,09/02/2020
169,20,0,21,09/02/2020
170,20,0,22,09/02/2020
171,20,0,22,09/02/2020
172,20,0,23,09/02/2020
173,20,0,23,09/02/2020
174,20,0,00,10/02/2020
175,20,0,00,10/02/2020
176,20,0,01,10/02/2020
177,20,0,01,10/02/2020
178,20,0,02,10/02/2020
179,20,0,02,10/02/2020
180,20,0,03,10/02/2020
181,19,0,03,10/02/2020
182,19,0,04,10/02/2020
183,19,0,04,10/02/2020
184,19,0,05,10/02/2020
185,19,0,05,10/02/2020
186,19,0,06,10/02/2020
187,19,0,06,10/02/2020
188,19,1,07,10/02/2020
189,19,1,07,10/02/2020
190,19,1,08,10/02/2020
191,19,2,08,10/02/2020
192,19,3,09,10/02/2020
193,19,4,09,10/02/2020
194,19,4,10,10/02/2020
195,19,4,10,10/02/2020
196,19,4,11,10/02/2020
197,19,5,11,10/02/2020
198,19,5,12,10/02/2020
199,19,5,12,10/02/2020
200,19,5,13,10/02/2020
201,18,5,13,10/02/2020
202,18,5,14,10/02/2020
203,18,5,14,10/02/2020
204,17,5,15,10/02/2020
205,18,4,15,10/02/2020
206,18,4,16,10/02/2020
207,18,4,16,10/02/2020
208,18,4,17,10/02/2020
209,18,4,17,10/02/2020
210,18,4,18,10/02/2020
211,18,4,18,10/02/2020
212,18,5,19,10/02/2020
213,18,5,19,10/02/2020
214,18,5,20,10/02/2020
215,18,5,20,10/02/2020
216,18,5,21,10/02/2020
217,18,5,21,10/02/2020
218,19,5,22,10/02/2020
219,19,5,22,10/02/2020
220,19,5,23,10/02/2020
221,20,5,23,10/02/2020
222,20,5,00,11/02/2020
223,20,5,00,11/02/2020
224,20,5,01,11/02/2020
225,20,5,01,11/02/2020
226,19,5,02,11/02/2020
227,19,5,02,11/02/2020
228,19,5,03,11/02/2020
229,19,5,03,11/02/2020
230,19,5,04,11/02/2020
231,19,5,04,11/02/2020
232,19,5,05,11/02/2020
233,19,5,05,11/02/2020
234,19,5,06,11/02/2020
235,19,4,06,11/02/2020
236,19,4,07,11/02/2020
237,19,4,07,11/02/2020
238,19,4,08,11/02/2020
239,19,4,08,11/02/2020
240,19,5,09,11/02/2020
241,20,5,09,11/02/2020
242,20,6,10,11/02/2020
243,19,7,10,11/02/2020
244,19,8,11,11/02/2020
245,19,9,11,11/02/2020
246,19,9,12,11/02/2020
247,19,10,12,11/02/2020
248,19,10,13,11/02/2020
249,19,10,13,11/02/2020
250,19,10,14,11/02/2020
251,18,10,14,11/02/2020
252,18,10,15,11/02/2020
253,18,9,15,11/02/2020
254,18,8,16,11/02/2020
255,17,7,16,11/02/2020
256,17,6,17,11/02/2020
257,17,6,17,11/02/2020
258,17,6,18,11/02/2020
259,17,6,18,11/02/2020
260,18,6,19,11/02/2020
261,19,6,19,11/02/2020
262,19,5,20,11/02/2020
263,20,5,20,11/02/2020
264,20,5,21,11/02/2020
265,20,5,21,11/02/2020
266,20,4,22,11/02/2020
267,20,4,22,11/02/2020
268,20,4,23,11/02/2020
269,20,4,00,12/02/2020
270,20,3,00,12/02/2020
271,20,3,01,12/02/2020
272,20,3,01,12/02/2020
273,20,2,02,12/02/2020
274,20,2,02,12/02/2020
275,20,2,03,12/02/2020
276,20,2,03,12/02/2020
277,20,2,04,12/02/2020
278,20,1,04,12/02/2020
279,20,1,05,12/02/2020
280,20,1,05,12/02/2020
281,19,2,06,12/02/2020
282,19,1,06,12/02/2020
283,19,1,07,12/02/2020
284,19,1,07,12/02/2020
285,19,2,08,12/02/2020
286,19,3,08,12/02/2020
287,19,4,09,12/02/2020
288,19,4,09,12/02/2020
289,19,5,10,12/02/2020
290,19,6,10,12/02/2020
291,19,7,11,12/02/2020
292,19,8,11,12/02/2020
293,19,9,12,12/02/2020
294,19,8,12,12/02/2020
295,19,9,13,12/02/2020
296,19,7,13,12/02/2020
297,19,7,14,12/02/2020
298,18,8,14,12/02/2020
299,18,8,15,12/02/2020
300,18,5,15,12/02/2020
301,18,6,16,12/02/2020
302,17,5,16,12/02/2020
303,17,5,17,12/02/2020
304,17,4,17,12/02/2020
305,17,3,18,12/02/2020
306,17,2,18,12/02/2020
307,17,2,19,12/02/2020
308,18,2,19,12/02/2020
309,18,3,20,12/02/2020
310,18,2,20,12/02/2020
311,19,2,21,12/02/2020
312,19,1,21,12/02/2020
313,19,1,22,12/02/2020
314,20,2,22,12/02/2020
315,19,2,23,12/02/2020
316,19,1,23,12/02/2020
317,19,1,00,13/02/2020
318,19,1,00,13/02/2020
319,20,1,01,13/02/2020
320,20,1,01,13/02/2020
321,20,0,02,13/02/2020
322,20,0,02,13/02/2020
323,20,0,03,13/02/2020
324,20,0,03,13/02/2020
325,20,0,04,13/02/2020
326,19,0,04,13/02/2020
327,20,0,05,13/02/2020
328,20,0,05,13/02/2020
329,20,0,06,13/02/2020
330,19,0,06,13/02/2020
331,20,0,07,13/02/2020
332,20,0,07,13/02/2020
333,20,1,08,13/02/2020
334,20,2,08,13/02/2020
335,20,2,09,13/02/2020
336,20,3,09,13/02/2020
337,20,3,10,13/02/2020
338,20,4,10,13/02/2020
339,20,6,11,13/02/2020
340,20,7,11,13/02/2020
341,20,8,12,13/02/2020
342,20,8,12,13/02/2020
343,20,8,13,13/02/2020
344,20,8,13,13/02/2020
345,20,9,14,13/02/2020
346,20,9,14,13/02/2020
347,19,8,15,13/02/2020
348,19,7,15,13/02/2020
349,18,6,16,13/02/2020
350,18,6,16,13/02/2020
351,18,6,17,13/02/2020
352,18,5,17,13/02/2020
353,17,4,18,13/02/2020
354,17,3,18,13/02/2020
355,18,3,19,13/02/2020
356,19,2,19,13/02/2020
357,19,2,20,13/02/2020
358,19,1,20,13/02/2020
359,19,0,21,13/02/2020
360,19,0,21,13/02/2020
361,19,0,22,13/02/2020
362,19,0,22,13/02/2020
363,19,-1,23,13/02/2020
364,19,-2,23,13/02/2020
365,19,-2,00,14/02/2020
366,19,-2,00,14/02/2020
367,19,-2,01,14/02/2020
368,19,-2,01,14/02/2020
369,19,-2,02,14/02/2020
370,19,-3,02,14/02/2020
371,19,-3,03,14/02/2020
372,19,-3,03,14/02/2020
373,19,-3,04,14/02/2020
374,19,-3,04,14/02/2020
375,19,-3,05,14/02/2020
376,19,-2,05,14/02/2020
377,19,0,06,14/02/2020
378,19,1,06,14/02/2020
379,19,1,07,14/02/2020
380,19,2,07,14/02/2020
381,19,4,08,14/02/2020
382,19,5,08,14/02/2020
383,19,6,09,14/02/2020
384,19,6,09,14/02/2020
385,19,7,10,14/02/2020
386,18,7,10,14/02/2020
387,18,8,11,14/02/2020
388,18,8,11,14/02/2020
389,17,9,12,14/02/2020
390,17,9,12,14/02/2020
391,17,9,13,14/02/2020
392,17,9,13,14/02/2020
393,17,9,14,14/02/2020
394,17,8,14,14/02/2020
395,18,8,15,14/02/2020
396,18,7,15,14/02/2020
397,18,7,16,14/02/2020
398,18,7,16,14/02/2020
399,18,6,17,14/02/2020
400,19,6,17,14/02/2020
401,19,6,18,14/02/2020
402,19,6,18,14/02/2020
403,19,6,19,14/02/2020
404,19,6,19,14/02/2020
405,19,6,20,14/02/2020
406,19,6,20,14/02/2020
407,19,6,21,14/02/2020
408,19,6,21,14/02/2020
409,19,6,22,14/02/2020
410,19,6,22,14/02/2020
411,19,6,23,14/02/2020
412,19,5,23,14/02/2020
413,19,5,00,15/02/2020
414,19,5,00,15/02/2020
415,19,5,01,15/02/2020
416,19,5,01,15/02/2020
417,19,5,02,15/02/2020
418,19,5,02,15/02/2020
419,19,5,03,15/02/2020
420,19,5,03,15/02/2020
421,19,5,04,15/02/2020
422,19,5,04,15/02/2020
423,19,5,05,15/02/2020
424,19,4,05,15/02/2020
425,19,4,06,15/02/2020
426,19,4,06,15/02/2020
427,19,3,07,15/02/2020
428,19,3,07,15/02/2020
429,19,4,08,15/02/2020
430,19,5,08,15/02/2020
431,19,6,09,15/02/2020
432,20,7,09,15/02/2020
433,19,6,10,15/02/2020
434,18,7,10,15/02/2020
435,18,7,11,15/02/2020
436,18,8,11,15/02/2020
437,18,8,12,15/02/2020
438,18,8,12,15/02/2020
439,17,8,13,15/02/2020
440,17,9,13,15/02/2020
441,17,9,14,15/02/2020
442,16,9,14,15/02/2020
443,17,9,15,15/02/2020
444,17,9,15,15/02/2020
445,17,8,16,15/02/2020
446,17,7,16,15/02/2020
447,16,7,17,15/02/2020
448,16,6,17,15/02/2020
449,16,5,18,15/02/2020
450,16,3,18,15/02/2020
451,18,2,19,15/02/2020
452,18,4,19,15/02/2020
453,18,3,20,15/02/2020
454,19,2,20,15/02/2020
455,19,3,21,15/02/2020
456,19,2,21,15/02/2020
457,19,2,22,15/02/2020
458,19,2,22,15/02/2020
459,19,3,23,15/02/2020
460,19,3,23,15/02/2020
461,19,2,00,16/02/2020
462,19,0,00,16/02/2020
463,19,0,01,16/02/2020
464,19,0,01,16/02/2020
465,19,0,02,16/02/2020
466,19,0,02,16/02/2020
467,19,0,03,16/02/2020
468,19,0,03,16/02/2020
469,19,-1,04,16/02/2020
470,19,-1,04,16/02/2020
471,19,-1,05,16/02/2020
472,19,-2,05,16/02/2020
473,19,-2,06,16/02/2020
474,19,-1,06,16/02/2020
475,19,-2,07,16/02/2020
476,19,-1,07,16/02/2020
477,19,1,08,16/02/2020
478,19,3,08,16/02/2020
479,19,3,09,16/02/2020
480,19,4,09,16/02/2020
481,19,5,10,16/02/2020
482,19,5,10,16/02/2020
483,19,6,11,16/02/2020
484,19,6,11,16/02/2020
485,19,6,12,16/02/2020
486,19,7,12,16/02/2020
487,19,7,13,16/02/2020
488,18,7,13,16/02/2020
489,17,6,14,16/02/2020
490,17,6,14,16/02/2020
491,17,6,15,16/02/2020
492,17,6,15,16/02/2020
493,17,6,16,16/02/2020
494,17,5,16,16/02/2020
495,17,4,17,16/02/2020
496,17,3,17,16/02/2020
497,17,2,18,16/02/2020
498,16,1,18,16/02/2020
499,18,0,19,16/02/2020
500,18,0,19,16/02/2020
501,18,0,20,16/02/2020
502,19,-1,20,16/02/2020
503,19,-1,21,16/02/2020
504,19,-1,21,16/02/2020
505,19,-1,22,16/02/2020
506,18,-1,22,16/02/2020
507,19,-1,23,16/02/2020
508,19,0,23,16/02/2020
509,19,1,00,17/02/2020
510,19,2,00,17/02/2020
511,19,2,01,17/02/2020
512,19,1,01,17/02/2020
513,19,1,02,17/02/2020
514,19,1,02,17/02/2020
515,19,1,03,17/02/2020
516,19,1,03,17/02/2020
517,19,1,04,17/02/2020
518,19,1,04,17/02/2020
519,19,1,05,17/02/2020
520,19,1,05,17/02/2020
521,19,1,06,17/02/2020
522,19,1,06,17/02/2020
523,19,1,07,17/02/2020
524,19,2,07,17/02/2020
525,19,3,08,17/02/2020
526,19,5,08,17/02/2020
527,19,5,09,17/02/2020
528,19,6,09,17/02/2020
529,19,6,10,17/02/2020
530,19,7,10,17/02/2020
531,19,8,11,17/02/2020
532,19,8,11,17/02/2020
533,19,8,12,17/02/2020
534,19,8,12,17/02/2020
535,18,8,13,17/02/2020
536,18,8,13,17/02/2020
537,18,8,14,17/02/2020
538,17,7,14,17/02/2020
539,17,7,15,17/02/2020
540,17,7,15,17/02/2020
541,17,6,16,17/02/2020
542,16,6,16,17/02/2020
543,18,5,17,17/02/2020
544,19,4,17,17/02/2020
545,20,4,18,17/02/2020
546,20,4,18,17/02/2020
547,19,4,19,17/02/2020
548,19,4,19,17/02/2020
549,19,4,20,17/02/2020
550,19,5,20,17/02/2020
551,19,5,21,17/02/2020
552,19,5,21,17/02/2020
553,19,5,22,17/02/2020
554,19,5,22,17/02/2020
555,19,5,23,17/02/2020
556,19,5,23,17/02/2020
557,20,5,00,18/02/2020
558,19,5,00,18/02/2020
559,18,5,01,18/02/2020
560,19,5,01,18/02/2020
561,19,5,02,18/02/2020
562,18,5,02,18/02/2020
563,18,5,03,18/02/2020
564,18,5,03,18/02/2020
565,19,5,04,18/02/2020
566,19,5,04,18/02/2020
567,19,5,05,18/02/2020
568,19,5,05,18/02/2020
569,19,5,06,18/02/2020
570,19,5,06,18/02/2020
571,19,5,07,18/02/2020
572,19,5,07,18/02/2020
573,19,6,08,18/02/2020
574,19,6,08,18/02/2020
575,19,7,09,18/02/2020
576,19,8,09,18/02/2020
577,19,8,10,18/02/2020
578,19,8,10,18/02/2020
579,19,9,11,18/02/2020
580,19,9,11,18/02/2020
581,19,10,12,18/02/2020
582,18,10,12,18/02/2020
583,18,10,13,18/02/2020
584,18,10,13,18/02/2020
585,18,10,14,18/02/2020
586,18,10,14,18/02/2020
587,18,10,15,18/02/2020
588,17,9,15,18/02/2020
589,18,8,16,18/02/2020
590,20,8,16,18/02/2020
591,19,7,17,18/02/2020
592,19,7,17,18/02/2020
593,18,6,18,18/02/2020
594,18,6,18,18/02/2020
595,18,6,19,18/02/2020
596,18,6,19,18/02/2020
597,18,6,20,18/02/2020
598,19,6,20,18/02/2020
599,18,6,21,18/02/2020
600,19,5,21,18/02/2020
601,19,4,22,18/02/2020
602,19,4,23,18/02/2020
603,20,4,23,18/02/2020
604,20,7,01,19/02/2020
605,20,7,01,19/02/2020
606,20,7,02,19/02/2020
607,20,7,02,19/02/2020
608,20,7,03,19/02/2020
609,20,7,03,19/02/2020
610,20,7,04,19/02/2020
611,20,7,04,19/02/2020
612,20,7,05,19/02/2020
613,20,6,05,19/02/2020
614,20,6,06,19/02/2020
615,20,6,06,19/02/2020
616,20,6,07,19/02/2020
617,20,6,07,19/02/2020
618,20,5,08,19/02/2020
619,20,5,08,19/02/2020
620,20,6,09,19/02/2020
621,20,7,09,19/02/2020
622,19,8,10,19/02/2020
623,19,8,10,19/02/2020
624,18,9,11,19/02/2020
625,18,10,11,19/02/2020
626,18,10,12,19/02/2020
627,18,11,12,19/02/2020
628,18,11,13,19/02/2020
629,18,11,13,19/02/2020
630,17,11,14,19/02/2020
631,16,12,14,19/02/2020
632,17,11,15,19/02/2020
633,17,11,15,19/02/2020
634,17,11,16,19/02/2020
635,17,11,16,19/02/2020
636,17,10,17,19/02/2020
637,17,8,17,19/02/2020
638,17,6,18,19/02/2020
639,17,5,18,19/02/2020
640,18,4,19,19/02/2020
641,18,4,19,19/02/2020
642,18,3,20,19/02/2020
643,19,3,20,19/02/2020
644,19,2,21,19/02/2020
645,19,2,21,19/02/2020
646,19,2,22,19/02/2020
647,19,1,23,19/02/2020
648,19,1,23,19/02/2020
649,19,3,00,20/02/2020
650,19,2,00,20/02/2020
651,19,1,01,20/02/2020
652,20,0,01,20/02/2020
653,20,0,02,20/02/2020
654,20,0,02,20/02/2020
655,20,0,03,20/02/2020
656,20,1,03,20/02/2020
657,20,0,04,20/02/2020
658,20,-1,04,20/02/2020
659,20,-1,05,20/02/2020
660,20,-1,05,20/02/2020
661,20,0,06,20/02/2020
662,20,0,06,20/02/2020
663,19,0,07,20/02/2020
664,20,1,07,20/02/2020
665,20,2,08,20/02/2020
666,20,4,08,20/02/2020
667,19,5,09,20/02/2020
668,19,6,09,20/02/2020
669,19,7,10,20/02/2020
670,18,8,10,20/02/2020
671,18,8,11,20/02/2020
672,18,8,11,20/02/2020
673,18,8,12,20/02/2020
674,17,9,12,20/02/2020
675,17,9,13,20/02/2020
676,17,9,13,20/02/2020
677,17,9,14,20/02/2020
678,17,10,14,20/02/2020
679,16,9,15,20/02/2020
680,16,9,15,20/02/2020
681,16,8,16,20/02/2020
682,16,6,16,20/02/2020
683,16,4,17,20/02/2020
684,16,4,17,20/02/2020
685,16,4,18,20/02/2020
686,16,4,18,20/02/2020
687,18,5,19,20/02/2020
688,18,5,19,20/02/2020
689,18,5,20,20/02/2020
690,18,5,20,20/02/2020
691,19,4,21,20/02/2020
692,19,5,21,20/02/2020
693,19,5,22,20/02/2020
694,19,5,22,20/02/2020
695,19,5,23,20/02/2020
696,19,4,23,20/02/2020
697,19,4,00,21/02/2020
698,19,4,00,21/02/2020
699,19,3,01,21/02/2020
700,19,4,01,21/02/2020
701,19,3,02,21/02/2020
702,19,3,02,21/02/2020
703,19,2,03,21/02/2020
704,19,2,03,21/02/2020
705,19,1,04,21/02/2020
706,19,1,04,21/02/2020
707,19,2,05,21/02/2020
708,19,1,05,21/02/2020
709,19,1,06,21/02/2020
710,19,0,06,21/02/2020
711,19,0,07,21/02/2020
712,19,0,07,21/02/2020
713,19,0,08,21/02/2020
714,19,0,08,21/02/2020
715,19,0,09,21/02/2020
716,19,2,09,21/02/2020
717,19,3,10,21/02/2020
718,19,4,10,21/02/2020
719,18,5,11,21/02/2020
720,18,5,11,21/02/2020
721,18,5,12,21/02/2020
722,17,6,12,21/02/2020
723,17,6,13,21/02/2020
724,17,6,13,21/02/2020
725,17,6,14,21/02/2020
726,16,6,14,21/02/2020
727,16,7,15,21/02/2020
728,16,6,15,21/02/2020
729,16,6,16,21/02/2020
730,16,5,16,21/02/2020
731,16,5,17,21/02/2020
732,16,4,17,21/02/2020
733,16,4,18,21/02/2020
734,16,3,18,21/02/2020
735,16,3,19,21/02/2020
736,17,3,19,21/02/2020
737,17,3,20,21/02/2020
738,18,1,20,21/02/2020
739,18,2,21,21/02/2020
740,18,1,21,21/02/2020
741,18,0,22,21/02/2020
742,18,-1,22,21/02/2020
743,18,-1,23,21/02/2020
744,18,-1,23,21/02/2020
745,18,-2,00,22/02/2020
746,18,-2,00,22/02/2020
747,18,-1,01,22/02/2020
748,18,0,01,22/02/2020
749,18,0,02,22/02/2020
750,18,0,02,22/02/2020
751,19,-1,03,22/02/2020
752,19,-1,03,22/02/2020
753,19,-1,04,22/02/2020
754,19,-1,04,22/02/2020
755,19,-1,05,22/02/2020
756,19,-1,05,22/02/2020
757,19,-1,06,22/02/2020
758,19,-1,06,22/02/2020
759,18,-1,07,22/02/2020
760,19,0,07,22/02/2020
761,18,0,08,22/02/2020
762,19,1,08,22/02/2020
763,18,2,09,22/02/2020
764,19,3,09,22/02/2020
765,19,4,10,22/02/2020
766,18,5,10,22/02/2020
767,17,6,11,22/02/2020
768,17,7,11,22/02/2020
769,17,7,12,22/02/2020
770,17,7,12,22/02/2020
771,16,7,13,22/02/2020
772,16,8,13,22/02/2020
773,16,8,14,22/02/2020
774,16,8,14,22/02/2020
775,17,8,15,22/02/2020
776,17,8,15,22/02/2020
777,16,8,16,22/02/2020
778,16,7,16,22/02/2020
779,16,7,17,22/02/2020
780,16,6,17,22/02/2020
781,16,5,18,22/02/2020
782,16,2,18,22/02/2020
783,17,1,19,22/02/2020
784,17,0,19,22/02/2020
785,18,0,20,22/02/2020
786,18,0,20,22/02/2020
787,18,0,21,22/02/2020
788,18,-1,21,22/02/2020
789,18,-1,22,22/02/2020
790,18,-1,22,22/02/2020
791,18,-2,23,22/02/2020
792,18,-2,23,22/02/2020
793,18,-2,00,23/02/2020
794,18,-2,00,23/02/2020
795,18,-3,01,23/02/2020
796,18,-2,01,23/02/2020
797,18,-2,02,23/02/2020
798,18,-2,02,23/02/2020
799,18,-2,03,23/02/2020
800,18,-2,03,23/02/2020
801,18,-2,04,23/02/2020
802,18,-2,04,23/02/2020
803,18,-1,05,23/02/2020
804,18,-1,05,23/02/2020
805,18,0,06,23/02/2020
806,18,0,06,23/02/2020
807,18,0,07,23/02/2020
808,18,1,07,23/02/2020
809,18,2,08,23/02/2020
810,18,3,08,23/02/2020
811,18,4,09,23/02/2020
812,18,5,09,23/02/2020
813,18,7,10,23/02/2020
814,18,8,10,23/02/2020
815,18,7,11,23/02/2020
816,18,7,11,23/02/2020
817,18,8,12,23/02/2020
818,17,9,12,23/02/2020
819,17,8,13,23/02/2020
820,17,8,13,23/02/2020
821,17,9,14,23/02/2020
822,16,9,14,23/02/2020
823,18,9,15,23/02/2020
824,17,9,15,23/02/2020
825,17,9,16,23/02/2020
826,17,8,16,23/02/2020
827,16,7,17,23/02/2020
828,16,7,17,23/02/2020
829,16,6,18,23/02/2020
830,16,5,18,23/02/2020
831,16,5,19,23/02/2020
832,17,5,19,23/02/2020
833,18,5,20,23/02/2020
834,18,5,20,23/02/2020
835,18,5,21,23/02/2020
836,18,5,21,23/02/2020
837,18,5,22,23/02/2020
838,18,5,22,23/02/2020
839,18,5,23,23/02/2020
840,18,6,23,23/02/2020
841,18,6,00,24/02/2020
842,18,6,00,24/02/2020
843,18,5,01,24/02/2020
844,18,5,01,24/02/2020
845,18,5,02,24/02/2020
846,18,5,02,24/02/2020
847,18,5,03,24/02/2020
848,18,5,03,24/02/2020
849,18,5,04,24/02/2020
850,18,5,04,24/02/2020
851,18,5,05,24/02/2020
852,18,5,05,24/02/2020
853,18,5,06,24/02/2020
854,18,5,06,24/02/2020
855,19,5,07,24/02/2020
856,19,6,07,24/02/2020
857,18,8,08,24/02/2020
858,18,9,08,24/02/2020
859,18,8,09,24/02/2020
860,19,8,09,24/02/2020
861,19,9,10,24/02/2020
862,19,8,10,24/02/2020
863,18,9,11,24/02/2020
864,18,4,21,24/02/2020
865,19,3,00,25/02/2020
866,19,3,01,25/02/2020
867,19,3,01,25/02/2020
868,19,2,02,25/02/2020
869,19,2,02,25/02/2020
870,19,2,03,25/02/2020
871,19,1,03,25/02/2020
872,19,1,04,25/02/2020
873,19,0,04,25/02/2020
874,19,0,05,25/02/2020
875,19,0,05,25/02/2020
876,19,-1,06,25/02/2020
877,19,-1,06,25/02/2020
878,19,0,07,25/02/2020
879,19,1,07,25/02/2020
880,19,2,08,25/02/2020
881,19,3,08,25/02/2020
882,19,5,09,25/02/2020
883,19,6,09,25/02/2020
884,19,7,10,25/02/2020
885,18,8,10,25/02/2020
886,18,9,11,25/02/2020
887,18,9,11,25/02/2020
888,17,9,12,25/02/2020
889,17,8,12,25/02/2020
890,17,8,13,25/02/2020
891,17,8,13,25/02/2020
892,17,8,14,25/02/2020
893,18,9,14,25/02/2020
894,18,8,15,25/02/2020
895,18,8,15,25/02/2020
896,18,8,16,25/02/2020
897,18,7,16,25/02/2020
898,18,7,17,25/02/2020
899,19,7,17,25/02/2020
900,19,7,18,25/02/2020
901,19,6,18,25/02/2020
902,19,6,19,25/02/2020
903,19,5,19,25/02/2020
904,19,5,20,25/02/2020
905,19,5,20,25/02/2020
906,19,4,21,25/02/2020
907,19,4,21,25/02/2020
908,19,4,22,25/02/2020
909,19,4,22,25/02/2020
910,19,4,23,25/02/2020
911,19,4,23,25/02/2020
912,19,4,00,26/02/2020
913,19,4,00,26/02/2020
914,19,5,01,26/02/2020
915,19,5,01,26/02/2020
916,19,5,02,26/02/2020
917,19,5,02,26/02/2020
918,19,5,03,26/02/2020
919,19,5,03,26/02/2020
920,19,5,04,26/02/2020
